Organism/Name	TaxID	BioProject Accession	BioProject ID	Phyla	Genus	Size (Mb)	GC%	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession
Variovorax paradoxus EPS	595537	PRJNA43457	43457	Proteobacteria	Betaproteobacteria	6.55006	66.5	6087	5952	2010/12/29	2013/11/04	Complete	US DOE Joint Genome Institute	SRS150250	GCA_000184745.1
Rhizobium etli CFN 42	347834	PRJNA13932	13932	Proteobacteria	Alphaproteobacteria	6.53023	61.0458	6093	5963	1997/08/20	2013/06/10	Complete	Centro de Ciencias Genomicas, Universidad Nacional Autonoma de Mexico	0	GCA_000092045.1
Burkholderia sp. CCGE1001	640510	PRJNA37717	37717	Proteobacteria	Betaproteobacteria	6.83375	63.6189	6158	5965	2011/02/14	2013/06/10	Complete	US DOE Joint Genome Institute	SAMN00713584	GCA_000176935.2
Mycobacterium sp. KMS	189918	PRJNA16081	16081	Actinobacteria	Actinobacteria	6.25608	68.1928	6079	5975	2006/12/20	2013/06/06	Complete	DOE Joint Genome Institute	0	GCA_000015405.1
Mycobacterium vanbaalenii PYR-1	350058	PRJNA15761	15761	Actinobacteria	Actinobacteria	6.49186	67.8	6136	5979	2006/12/27	2013/06/06	Complete	DOE Joint Genome Institute	0	GCA_000015305.1
Burkholderia sp. CCGE1003	640512	PRJNA37721	37721	Proteobacteria	Betaproteobacteria	7.04359	63.2315	6189	5988	2010/09/23	2013/06/10	Complete	US DOE Joint Genome Institute	SRS010307	GCA_000148685.1
Verrucosispora maris AB-18-032	263358	PRJNA59863	59863	Actinobacteria	Actinobacteria	6.73227	70.8948	6069	6009	2011/04/13	2013/06/11	Complete	CSBL at Korea University	0	GCA_000204155.1
Klebsiella oxytoca E718	1191061	PRJNA167370	167370	Proteobacteria	Gammaproteobacteria	6.56168	55.5213	6170	6023	2012/07/09	2013/06/11	Complete	National Chung Hsing University	0	GCA_000276705.2
Burkholderia sp. KJ006	416344	PRJNA79219	79219	Proteobacteria	Betaproteobacteria	6.62991	67.1891	6143	6024	2012/05/14	2012/08/08	Complete	Korea Research Institute of Bioscience and Biotechnology	0	GCA_000262695.1
Paenibacillus polymyxa SC2	886882	PRJNA52019	52019	Firmicutes	Bacilli	6.24193	44.5789	6286	6032	2010/10/19	2013/06/10	Complete	Shandong Agricultural University	0	GCA_000164985.1
Delftia acidovorans SPH-1	398578	PRJNA17413	17413	Proteobacteria	Betaproteobacteria	6.76751	66.5	6153	6040	2007/11/16	2012/01/25	Complete	US DOE Joint Genome Institute	0	GCA_000018665.1
Vibrio campbellii ATCC BAA-1116	338187	PRJNA19857	19857	Proteobacteria	Gammaproteobacteria	6.05838	45.4023	6239	6041	2007/08/28	2013/06/07	Complete	The Vibrio harveyi Genome Sequencing Project	0	GCA_000017705.1
Rhizobium etli CIAT 652	491916	PRJNA28021	28021	Proteobacteria	Alphaproteobacteria	6.44805	61.3371	6171	6056	2008/06/19	2012/12/23	Complete	Centro de Ciencias Genomicas, Universidad Nacional Autonoma de Mexico	0	GCA_000020265.1
Burkholderia pseudomallei 1026b	884204	PRJNA52063	52063	Proteobacteria	Betaproteobacteria	7.23142	68.1604	6262	6070	2012/04/30	2013/06/08	Complete	University of Washington	0	GCA_000260515.1
Burkholderia pseudomallei NCTC 13179	1241583	PRJNA177186	177186	Proteobacteria	Betaproteobacteria	7.33716	67.991	6159	6085	2013/11/01	2013/11/04	Complete	Los Alamos National Laboratory	0	GCA_000494855.1
Azospirillum lipoferum 4B	862719	PRJEA50367	50367	Proteobacteria	Alphaproteobacteria	6.8464	67.6703	6348	6093	2011/11/16	2013/06/08	Complete	Laboratoire d'Ecologie Microbienne UMR-CNRS 5557	0	GCA_000283655.1
Pseudomonas brassicacearum subsp. brassicacearum NFM421	994484	PRJEA63495	63495	Proteobacteria	Gammaproteobacteria	6.84325	60.8	6176	6095	2011/04/01	2013/06/11	Complete	CEA/DSV/IBeB/SBVME/LEMIRE	0	GCA_000194805.1
Burkholderia pseudomallei MSHR305	1335307	PRJNA203336	203336	Proteobacteria	Betaproteobacteria	7.42807	67.8908	6188	6105	2013/07/24	2013/07/24	Complete	Los Alamos National Laboratory	0	GCA_000439695.1
Pseudomonas protegens Pf-5	220664	PRJNA327	327	Proteobacteria	Gammaproteobacteria	7.07489	63.3	6273	6108	2002/08/21	2013/06/10	Complete	TIGR	0	GCA_000012265.1
Burkholderia multivorans ATCC 17616	395019	PRJDA19401	19401	Proteobacteria	Betaproteobacteria	7.00881	66.6924	6306	6111	2008/06/03	2010/12/22	Complete	Tohoku University	0	GCA_000010545.1
Pseudomonas protegens CHA0	1124983	PRJNA78307	78307	Proteobacteria	Gammaproteobacteria	6.86798	63.4	6199	6115	2013/05/16	2013/05/17	Complete	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	0	GCA_000397205.1
Nostoc sp. PCC 7120	103690	PRJNA244	244	Cyanobacteria	Nostocales	7.21179	41.2243	6213	6129	2001/11/28	2009/03/12	Complete	Kazusa	0	GCA_000009705.1
Mycobacterium rhodesiae NBB3	710685	PRJNA60027	60027	Actinobacteria	Actinobacteria	6.41574	65.5	6336	6147	2011/12/12	2013/06/11	Complete	JGI	SAMN02261383	GCA_000230895.3
Micromonospora sp. L5	648999	PRJNA38291	38291	Actinobacteria	Actinobacteria	6.96253	72.8	6326	6150	2010/12/22	2013/10/25	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS010185	GCA_000177655.2
Bacillus thuringiensis serovar kurstaki str. HD73	1279365	PRJNA185468	185468	Firmicutes	Bacilli	5.90857	35.1904	6334	6194	2013/02/08	2013/03/28	Complete	Institute of Plant Protection, Chinese Academy of Agricultural Sciences	0	GCA_000338755.1
Methylobacterium extorquens AM1	272630	PRJNA20	20	Proteobacteria	Alphaproteobacteria	6.87978	68.4674	6338	6205	2009/06/17	2009/06/17	Complete	University of Washington Genome Center	0	GCA_000022685.1
Bacillus thuringiensis serovar chinensis CT-43	541229	PRJNA43737	43737	Firmicutes	Bacilli	6.15115	35.1212	6380	6206	2011/03/28	2012/06/18	Complete	Huazhong Agricultural University	0	GCA_000193355.1
Paenibacillus sp. JDR-2	324057	PRJNA20399	20399	Firmicutes	Bacilli	7.18493	50.3	6414	6213	2009/07/02	2012/09/27	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023585.1
Sinorhizobium medicae WSM419	366394	PRJNA16304	16304	Proteobacteria	Alphaproteobacteria	6.81758	61.1627	6585	6213	2007/06/29	2013/06/06	Complete	US DOE Joint Genome Institute	0	GCA_000017145.1
Sinorhizobium meliloti 1021	266834	PRJNA19	19	Proteobacteria	Alphaproteobacteria	6.69169	62.1591	6292	6218	2001/03/29	2013/06/10	Complete	MELILO	0	GCA_000006965.1
Micromonospora aurantiaca ATCC 27029	644283	PRJNA37957	37957	Actinobacteria	Actinobacteria	7.02556	72.8	6361	6222	2010/08/11	2013/06/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS008325	GCA_000145235.1
Cylindrospermum stagnale PCC 7417	56107	PRJNA158809	158809	Cyanobacteria	Nostocales	7.61059	42.1988	6738	6229	2012/12/06	2012/12/31	Complete	JGI	SAMN02261342	GCA_000317535.1
Paenibacillus sp. Y412MC10	481743	PRJNA27777	27777	Firmicutes	Bacilli	7.12167	51.2	6444	6238	2009/10/14	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024685.1
Burkholderia multivorans ATCC 17616	395019	PRJNA17407	17407	Proteobacteria	Betaproteobacteria	7.00862	66.6924	6372	6258	2007/11/15	2013/06/10	Complete	US DOE Joint Genome Institute	0	GCA_000018505.1
Sinorhizobium meliloti 2011	1286640	PRJNA187276	187276	Proteobacteria	Alphaproteobacteria	6.69318	62.1598	8257	6263	2013/03/08	2013/07/02	Complete	LIPM-INRA/CNRS	0	GCA_000346065.1
Mesorhizobium ciceri biovar biserrulae WSM1271	765698	PRJNA48991	48991	Proteobacteria	Alphaproteobacteria	6.69003	62.5728	6532	6264	2011/01/07	2013/06/10	Complete	US DOE Joint Genome Institute	SAMN00713576	GCA_000185905.1
Pseudomonas aeruginosa NCGM2.S1	1089456	PRJDA73453	73453	Proteobacteria	Gammaproteobacteria	6.76466	66.1	6357	6268	2011/09/30	2013/06/11	Complete	National Center for Global Health and Medicine	0	GCA_000284555.1
Variovorax paradoxus S110	543728	PRJNA30453	30453	Proteobacteria	Betaproteobacteria	6.755	67.4998	6453	6279	2009/06/11	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023345.1
Pseudomonas aeruginosa PA7	381754	PRJNA16720	16720	Proteobacteria	Gammaproteobacteria	6.58834	66.4	6369	6286	2007/07/05	2012/01/25	Complete	J. Craig Venter Institute	0	GCA_000017205.1
Rhizobium tropici CIAT 899	698761	PRJNA42391	42391	Proteobacteria	Alphaproteobacteria	6.68633	59.5131	6494	6287	2013/01/03	2013/06/10	Complete	Universidad Nacional Autonoma de Mexico	0	GCA_000330885.1
Azospirillum sp. B510	137722	PRJDA32551	32551	Proteobacteria	Alphaproteobacteria	7.59974	67.6272	6420	6309	2010/02/17	2011/10/13	Complete	Kazusa DNA Research Institute	0	GCA_000010725.1
Microcystis aeruginosa NIES-843	449447	PRJDA27835	27835	Cyanobacteria	Oscillatoriophycideae	5.84279	42.3	6364	6312	2008/01/25	2012/12/22	Complete	Kazusa DNA Research Institute	0	GCA_000010625.1
Burkholderia pseudomallei 1710b	320372	PRJNA13954	13954	Proteobacteria	Betaproteobacteria	7.30805	67.9918	6419	6344	2005/09/30	2013/05/23	Complete	TIGR	0	GCA_000012785.1
Sinorhizobium meliloti BL225C	698936	PRJNA42477	42477	Proteobacteria	Alphaproteobacteria	6.97879	62.0294	6775	6354	2011/05/24	2013/06/08	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS085077	GCA_000147775.3
Pseudomonas putida H8234	1331671	PRJNA202087	202087	Proteobacteria	Gammaproteobacteria	6.87083	61.6	6482	6357	2013/06/11	2013/07/25	Complete	Universidad de Huelva	0	GCA_000410575.1
Streptomyces sp. SirexAA-E	862751	PRJNA38225	38225	Actinobacteria	Actinobacteria	7.41444	71.7	6648	6357	2011/08/26	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232054	GCA_000177195.2
Oscillatoria nigro-viridis PCC 7112	179408	PRJNA158711	158711	Cyanobacteria	Oscillatoriophycideae	8.27225	45.8127	7006	6360	2012/12/06	2012/12/06	Complete	JGI	SAMN02261335	GCA_000317475.1
Oscillatoria nigro-viridis PCC 7112	179408	PRJNA183110	183110	Cyanobacteria	Oscillatoriophycideae	8.27225	45.8127	7006	6360	2012/12/06	2013/01/15	Complete	NCBI	SAMN02261335	GCA_000317475.1
Sinorhizobium fredii NGR234	394	PRJNA21101	21101	Proteobacteria	Alphaproteobacteria	6.8919	62.4031	6472	6362	1996/11/22	2013/06/10	Complete	Goettingen Genomics Laboratory	0	GCA_000018545.1
Stackebrandtia nassauensis DSM 44728	446470	PRJNA19713	19713	Actinobacteria	Actinobacteria	6.84156	68.1	6542	6379	2010/03/05	2012/12/31	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024545.1
Achromobacter xylosoxidans	85698	PRJNA40627	40627	Proteobacteria	Betaproteobacteria	6.91667	67.3	6446	6388	2013/05/22	2013/08/05	Complete	Department of Clinical Microbiology, University Hospital of Copenhagen, Denmark	0	0
Pseudomonas putida ND6	231023	PRJNA162897	162897	Proteobacteria	Gammaproteobacteria	6.20245	61.6482	6484	6391	2003/09/09	2012/10/10	Complete	Department of Microbiology of Nankai University	0	GCA_000264665.1
Pseudomonas fluorescens SBW25	216595	PRJNA343	343	Proteobacteria	Gammaproteobacteria	7.14763	60.0658	6584	6395	2007/05/01	2012/08/02	Complete	Sanger Institute	0	0
Bacillus thuringiensis Bt407	527021	PRJNA176850	176850	Firmicutes	Bacilli	6.13434	35.0166	6590	6402	2012/10/18	2012/11/26	Complete	Georg-August-University Goettingen, Genomic and Applied Microbiology; Goettingen Genomics Laboratory	0	GCA_000306745.1
Rhizobium leguminosarum bv. trifolii WSM2304	395492	PRJNA20179	20179	Proteobacteria	Alphaproteobacteria	6.8727	61.1684	6647	6415	2008/10/16	2011/03/14	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000021345.1
Methylobacterium radiotolerans JCM 2831	426355	PRJNA18817	18817	Proteobacteria	Alphaproteobacteria	6.89911	71.0375	6626	6431	2008/03/21	2008/07/29	Complete	US DOE Joint Genome Institute	0	GCA_000019725.1
Rhodococcus erythropolis PR4	234621	PRJDA20395	20395	Actinobacteria	Actinobacteria	6.89554	62.2948	6511	6437	2005/10/05	2013/02/14	Complete	NITE	0	GCA_000010105.1
Microcoleus sp. PCC 7113	1173027	PRJNA158839	158839	Cyanobacteria	Oscillatoriophycideae	7.96651	46.2006	6821	6441	2012/12/06	2013/01/15	Complete	JGI	SAMN02261351	GCA_000317515.1
Ralstonia eutropha JMP134	264198	PRJNA10646	10646	Proteobacteria	Betaproteobacteria	7.25529	64.4539	6616	6446	2005/08/10	2012/12/22	Complete	DOE Joint Genome Institute	0	GCA_000203875.1
Bacillus thuringiensis HD-789	1217737	PRJNA171844	171844	Firmicutes	Bacilli	6.33463	35.1765	6626	6462	2012/08/22	2012/12/31	Complete	Los Alamos National Laboratory	0	GCA_000292705.1
Cupriavidus metallidurans CH34	266264	PRJNA250	250	Proteobacteria	Betaproteobacteria	6.91335	63.5184	6817	6474	2006/04/26	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000196015.1
Burkholderia cenocepacia AU 1054	331271	PRJNA13919	13919	Proteobacteria	Betaproteobacteria	7.27912	66.9164	6632	6477	2006/06/01	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000014085.1
Burkholderia phenoliruptrix BR3459a	1229205	PRJNA174166	174166	Proteobacteria	Betaproteobacteria	7.65113	63.1193	6605	6496	2012/09/28	2013/06/09	Complete	LNCC	0	GCA_000300095.1
Burkholderia sp. RPE64	758793	PRJDB1103	205117	Proteobacteria	Betaproteobacteria	6.96449	63.1457	6574	6498	2013/05/21	2013/06/11	Complete	National Institute for Basic Biology	0	GCA_000402035.1
Mesorhizobium opportunistum WSM2075	536019	PRJNA33861	33861	Proteobacteria	Alphaproteobacteria	6.88444	62.9	6746	6508	2011/06/14	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232036	GCA_000176035.2
Sinorhizobium meliloti AK83	693982	PRJNA41993	41993	Proteobacteria	Alphaproteobacteria	7.14047	61.9493	7023	6510	2011/05/26	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS085033	GCA_000147795.3
Bacillus thuringiensis HD-771	1218175	PRJNA171845	171845	Firmicutes	Bacilli	6.43837	35.0432	6703	6568	2012/08/21	2012/08/29	Complete	Los Alamos National Laboratory	0	GCA_000292455.1
Streptomyces flavogriseus ATCC 33331	591167	PRJNA33771	33771	Actinobacteria	Actinobacteria	7.6561	70.9525	6857	6572	2011/01/25	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS152855	GCA_000176115.2
Burkholderia ambifaria AMMD	339670	PRJNA13490	13490	Proteobacteria	Betaproteobacteria	7.52857	66.7904	6717	6610	2006/09/21	2013/06/10	Complete	DOE Joint Genome Institute	0	GCA_000203915.1
Ralstonia eutropha H16	381666	PRJNA13603	13603	Proteobacteria	Betaproteobacteria	7.41668	66.3618	6702	6626	2003/07/11	2013/05/23	Complete	Gottingen Genomics Laboratory	0	GCA_000009285.1
Arthrospira platensis NIES-39	696747	PRJDA42161	42161	Cyanobacteria	Oscillatoriophycideae	6.78843	44.3	6676	6630	2010/03/26	2013/04/15	Complete	National Institute of Technology and Evaluation	0	GCA_000210375.1
Cyanothece sp. PCC 7822	497965	PRJNA28535	28535	Cyanobacteria	Oscillatoriophycideae	7.84195	39.874	7042	6642	2010/09/15	2013/06/10	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS000961	GCA_000147335.1
Rivularia sp. PCC 7116	373994	PRJNA63147	63147	Cyanobacteria	Nostocales	8.72877	37.4958	6946	6644	2012/12/04	2012/12/10	Complete	DOE Joint Genome Institute	SAMN02232049	GCA_000316665.1
Sinorhizobium meliloti GR4	1235461	PRJNA175860	175860	Proteobacteria	Alphaproteobacteria	7.13956	62.0263	6827	6662	2012/12/13	2013/06/10	Complete	Estacion Experimental del Zaidin - Consejo Superior de Investigaciones CientÃ­ficas	0	GCA_000320385.1
Agrobacterium radiobacter K84	311403	PRJNA13402	13402	Proteobacteria	Alphaproteobacteria	7.2733	59.8671	6820	6684	2009/01/27	2011/09/29	Complete	Agrobacterium consortium	0	GCA_000016265.1
Mycobacterium smegmatis str. MC2 155	246196	PRJNA38453	38453	Actinobacteria	Actinobacteria	6.98821	67.4	6741	6689	2012/08/03	2013/06/11	Complete	Institute of Genetics and Molecular and Cellular Biology	0	GCA_000283295.1
Nostoc punctiforme PCC 73102	63737	PRJNA216	216	Cyanobacteria	Nostocales	9.05919	41.3416	7164	6689	2008/04/24	2008/07/18	Complete	US DOE Joint Genome Institute	0	GCA_000020025.1
Methylobacterium sp. 4-46	426117	PRJNA18809	18809	Proteobacteria	Alphaproteobacteria	7.73703	71.5192	7145	6692	2008/02/20	2008/03/14	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000019365.1
Burkholderia ambifaria MC40-6	398577	PRJNA17411	17411	Proteobacteria	Betaproteobacteria	7.64254	66.3825	6886	6697	2008/04/03	2009/04/29	Complete	US DOE Joint Genome Institute	0	GCA_000019925.1
Frankia alni ACN14a	326424	PRJNA17403	17403	Actinobacteria	Actinobacteria	7.49793	72.8	6775	6700	2006/08/03	2013/06/10	Complete	Genoscope	0	GCA_000058485.1
Bradyrhizobium sp. ORS 278	114615	PRJNA19575	19575	Proteobacteria	Alphaproteobacteria	7.45659	65.5	6817	6716	2007/05/01	2013/06/10	Complete	Genoscope	0	GCA_000026145.1
Mycobacterium smegmatis str. MC2 155	246196	PRJNA92	92	Actinobacteria	Actinobacteria	6.98821	67.4	6938	6717	2006/11/20	2013/07/04	Complete	TIGR	0	GCA_000015005.1
Haliangium ochraceum DSM 14365	502025	PRJNA28711	28711	Proteobacteria	delta/epsilon subdivisions	9.44631	69.5	6952	6719	2009/10/27	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024805.1
Bacillus thuringiensis MC28	1195464	PRJNA167562	167562	Firmicutes	Bacilli	6.69453	34.9245	6843	6722	2012/10/01	2012/12/05	Complete	Rice Research Institution of SICAU 	0	GCA_000300475.1
Pseudonocardia dioxanivorans CB1190	675635	PRJNA40557	40557	Actinobacteria	Actinobacteria	7.30399	73.1496	7016	6736	2011/03/28	2012/06/13	Complete	US DOE Joint Genome Institute	SAMN00713596	GCA_000196675.1
Haliscomenobacter hydrossis DSM 1100	760192	PRJNA48289	48289	Bacteroidetes/Chlorobi 	Bacteroidetes	8.77165	47.0706	6918	6752	2011/05/09	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713614	GCA_000212735.1
Variovorax paradoxus B4	1246301	PRJNA178088	178088	Proteobacteria	Betaproteobacteria	7.14852	67.1432	6844	6753	2013/08/30	2013/09/04	Complete	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	0	GCA_000463015.1
Hahella chejuensis KCTC 2396	349521	PRJNA16064	16064	Proteobacteria	Gammaproteobacteria	7.21527	53.9	6858	6773	2005/12/14	2013/05/23	Complete	Korea Research Institute of Bioscience and Biotechnology (KRIBB)	0	GCA_000012985.1
Rhizobium etli bv. mimosae str. Mim1	1328306	PRJNA200310	200310	Proteobacteria	Alphaproteobacteria	7.198	60.8214	7007	6792	2013/07/31	2013/08/02	Complete	Centro de Ciencias Genomicas UNAM	0	GCA_000442435.1
Achromobacter xylosoxidans A8	762376	PRJNA48393	48393	Proteobacteria	Betaproteobacteria	7.35915	65.791	6894	6815	2010/10/29	2013/06/10	Complete	Institute of Molecular Genetics, Academy of Sciences of the Czech Republic	0	GCA_000165835.1
Sinorhizobium meliloti Rm41	1230587	PRJEB436	174855	Proteobacteria	Alphaproteobacteria	7.14969	62.0318	6908	6844	2012/09/28	2013/06/09	Complete	CeBiTec, Bielefeld University	0	GCA_000304415.1
Ralstonia solanacearum	305	PRJNA178852	178852	Proteobacteria	Betaproteobacteria	7.77319	66.7032	7121	6847	1998/08/07	2013/01/28	Complete	NCBI	0	0
Burkholderia sp. CCGE1002	640511	PRJNA37719	37719	Proteobacteria	Betaproteobacteria	7.88486	63.2559	7354	6889	2010/04/30	2012/12/10	Complete	US DOE Joint Genome Institute	0	GCA_000092885.1
Bradyrhizobium sp. S23321	335659	PRJDA72425	72425	Proteobacteria	Alphaproteobacteria	7.23184	64.3	6945	6892	2012/03/29	2013/06/11	Complete	National Institute of Genetics	0	GCA_000284275.1
Actinosynnema mirum DSM 43827	446462	PRJNA19705	19705	Actinobacteria	Actinobacteria	8.24814	73.7	7175	6916	2009/08/13	2012/12/22	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023245.1
Burkholderia cenocepacia HI2424	331272	PRJNA13918	13918	Proteobacteria	Betaproteobacteria	7.70284	66.8004	7032	6919	2006/10/25	2013/05/23	Complete	US DOE Joint Genome Institute	0	GCA_000203955.1
Bacillus thuringiensis serovar thuringiensis str. IS5056	1286404	PRJNA187142	187142	Firmicutes	Bacilli	6.77159	34.905	7060	6922	2013/02/22	2013/03/28	Complete	University of Bialystok	0	GCA_000341665.1
Streptomyces fulvissimus DSM 40593	1303692	PRJNA192408	192408	Actinobacteria	Actinobacteria	7.90576	71.5	7027	6925	2013/05/01	2013/05/06	Complete	Helmholtz Institute for Pharmaceutical Research Saarland, Helmholtz Centre for Infection Research	0	GCA_000385945.1
Spirosoma linguale DSM 74	504472	PRJNA28817	28817	Bacteroidetes/Chlorobi 	Bacteroidetes	8.49126	50.1563	7130	6938	2010/01/13	2011/05/24	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024525.1
Mycobacterium smegmatis JS623	710686	PRJNA60055	60055	Actinobacteria	Actinobacteria	7.22177	65.1624	7309	6939	2012/12/27	2013/06/10	Complete	JGI	SAMN02261384	GCA_000328565.1
Kribbella flavida DSM 17836	479435	PRJNA21089	21089	Actinobacteria	Actinobacteria	7.57949	70.6	7149	6943	2010/01/13	2012/12/23	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000024345.1
Rhizobium leguminosarum bv. trifolii WSM1325	395491	PRJNA20097	20097	Proteobacteria	Alphaproteobacteria	7.41812	60.7836	7294	7001	2009/06/22	2011/07/05	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023185.1
Burkholderia cenocepacia MC0-3	406425	PRJNA17929	17929	Proteobacteria	Betaproteobacteria	7.97139	66.5829	7176	7008	2008/03/13	2012/04/12	Complete	US DOE Joint Genome Institute	0	GCA_000019505.1
Paenibacillus mucilaginosus 3016	1116391	PRJNA77661	77661	Firmicutes	Bacilli	8.73905	58.3	7528	7057	2012/02/27	2013/06/11	Complete	Institute of Agricultural Resources and Regional Planning,	0	GCA_000250655.1
Streptomyces sp. PAMC26508	1265601	PRJNA182709	182709	Actinobacteria	Actinobacteria	7.63025	71.0645	7158	7073	2013/04/15	2013/04/16	Complete	Korea Polar Research Institute	0	GCA_000364805.1
